date,DOY,obs_lai,obs_nee,minT,maxT,ssrd,CO2,21d_minT,21d_DayLength,21d_vpd,removalinput
20/01/2004,20,,2.394480528,-2.99407959,7.353546143,1.4033115,377.2385714,274.8614258,25571.912,66.23523776,0
21/01/2004,21,,2.544011712,7.527893066,10.44555664,0.176761,377.3571429,275.423343,25708.05224,67.41272018,0
22/01/2004,22,,2.257117704,8.040557861,9.618774414,0.170294,377.4757143,275.9666024,25850.0353,66.87267839,0
23/01/2004,23,,2.494247472,5.332763672,8.138031006,1.5288765,377.5942857,276.1296491,25997.72572,69.85234597,0
24/01/2004,24,,1.629737496,5.406433105,8.71383667,1.5294155,377.7128571,276.237443,26150.98571,69.90599551,0
25/01/2004,25,,1.47730068,4.389099121,8.250610352,0.5992635,377.8314286,276.4302836,26309.67565,69.09416253,0
26/01/2004,26,,1.964948976,3.421356201,6.067108154,1.796982,377.95,276.5043222,26473.6544,70.92694873,0
27/01/2004,27,,1.3566366,1.068725586,4.758453369,1.8268915,377.9385714,276.5351609,26642.77977,72.24767576,0.2
28/01/2004,28,,1.13639436,0.001800537,2.913421631,1.8268915,377.9271429,276.3352708,26816.90884,72.81047603,0.2
29/01/2004,29,,0.89063928,-1.152648926,1.060516357,1.5666,377.9157143,276.0328314,26995.89839,74.24431392,0
30/01/2004,30,,1.903361328,-1.698883057,0.185668945,2.1117035,377.9042857,275.7490397,27179.60515,77.74678585,0
31/01/2004,31,,2.395030032,-1.052734375,3.84777832,2.111434,377.8928571,275.4176726,27367.88622,81.58341726,0
01/02/2004,32,,1.641201048,3.148590088,5.118438721,1.668992,377.8814286,275.346898,27560.59929,79.9022066,0
02/02/2004,33,,1.922142528,0.997253418,4.257232666,0.294782,377.87,275.2178522,27757.60299,77.61127908,0
03/02/2004,34,,2.343050064,-2.824890137,7.217315674,1.7347385,377.95,274.9051328,27958.75714,76.48697117,0
04/02/2004,35,,2.010543768,5.736785889,10.26412964,1.7352775,378.03,275.0403256,28163.92295,76.58655657,0
05/02/2004,36,,1.804848696,9.015625,12.4347229,0.77333,378.11,275.3572129,28372.9633,79.76535942,0
06/02/2004,37,,1.184419368,7.465179443,11.03643799,0.7735995,378.19,275.6320455,28585.74293,82.89667075,0
07/02/2004,38,,1.029584952,7.802093506,10.65206909,2.194695,378.27,275.9061486,28802.12862,89.48616936,0
08/02/2004,39,,0.431428896,5.118377686,7.697753906,2.2332265,378.35,276.1577834,29021.98935,95.98458844,0
09/02/2004,40,,0.9847818,-0.118530273,6.454345703,2.2332265,378.43,276.2276556,29245.19647,99.56520099,0
10/02/2004,41,,1.606727448,0.095123291,2.965789795,3.1835875,378.2957143,276.3747605,29471.62379,106.7241723,0
11/02/2004,42,,-0.047170296,-1.105255127,3.212463379,3.1835875,378.1614286,275.9636582,29701.14776,111.4227121,0
12/02/2004,43,,0.799905456,1.999267578,9.676849365,2.927068,378.0271429,275.6759777,29933.6475,114.78546,0
13/02/2004,44,,1.42934328,5.014801025,9.964416504,3.2393645,377.8928571,275.6608366,30169.00493,116.7944256,0
14/02/2004,45,,1.873035144,2.479125977,8.081359863,3.2393645,377.7585714,275.5214411,30407.10482,117.1782772,0
15/02/2004,46,,2.323682208,4.911987305,8.02545166,2.4180715,377.6242857,275.5463405,30647.83484,118.197591,0
16/02/2004,47,,1.780556256,3.135467529,6.538238525,2.717703,377.49,275.5327268,30891.0856,116.2939593,0
17/02/2004,48,,-0.563612256,2.427337646,5.766662598,2.717703,377.5085714,275.5974226,31136.75069,118.1244369,0
18/02/2004,49,,-1.114870608,2.045928955,6.271484375,2.65034,377.5271429,275.694762,31384.72671,118.4052576,0
19/02/2004,50,,-0.307308816,2.398193359,6.878112793,3.15287,377.5457143,275.8638497,31634.91324,118.2565709,0
20/02/2004,51,,0.688668048,-0.673522949,6.048461914,4.081944,377.5642857,275.9126764,31887.21286,114.6601437,0
21/02/2004,52,,-0.469632168,-0.831787109,5.332122803,4.081944,377.5828571,275.9231977,32141.53114,111.0084601,0
22/02/2004,53,,-0.53740908,0.516662598,4.411407471,3.1234995,377.6014286,275.7978678,32397.77663,111.7704166,0
23/02/2004,54,,-0.924219936,0.858673096,4.35760498,3.549774,377.62,275.7912688,32655.86081,114.9675912,0
24/02/2004,55,,-0.077761296,-0.558288574,2.230072021,3.9817075,377.7157143,275.8992022,32915.69806,120.6442408,0
25/02/2004,56,,-0.562470264,-0.761047363,4.925537109,3.9817075,377.8114286,275.5897816,33177.20565,124.626202,0
26/02/2004,57,,-0.555220008,0.073242188,5.703552246,3.9703905,377.9071429,275.1639538,33440.30365,126.5516414,0
27/02/2004,58,,-0.279042408,-2.068634033,1.387512207,4.204545,378.0028571,274.7099627,33704.91492,129.3001758,0
28/02/2004,59,,-0.68726124,-1.841827393,1.878692627,4.204545,378.0985714,274.2507284,33970.96504,128.9624487,0
29/02/2004,60,,-0.915203448,-1.313812256,1.93963623,4.097572,378.1942857,273.9444336,34238.38222,127.3221906,0
01/03/2004,61,,-1.013432904,-2.150299072,2.470275879,4.5373195,378.29,273.8476827,34507.0973,128.9522856,0
02/03/2004,62,,-0.85438476,-3.464447021,3.361602783,5.2432865,378.3857143,273.6781794,34777.04364,124.4721976,0
03/03/2004,63,,-0.77212656,-2.645477295,5.430358887,5.4324425,378.4814286,273.6048354,35048.15705,121.6346212,0
04/03/2004,64,,-0.568302912,-1.866607666,5.45904541,5.504656,378.5771429,273.4207461,35320.37574,121.9156652,0
05/03/2004,65,,0.102379032,2.541107178,6.221282959,5.504656,378.6728571,273.3029512,35593.64025,119.6235401,0
06/03/2004,66,,0.542807568,3.259460449,7.757263184,4.0859855,378.7685714,273.34011,35867.89334,118.8314745,0
07/03/2004,67,,0.432203256,1.892059326,7.418792725,4.157391,378.8642857,273.1963039,36143.07996,118.6390179,0
08/03/2004,68,,0.856558368,-0.098114014,7.154907227,4.157391,378.96,273.0423238,36419.14715,121.0651312,0
09/03/2004,69,,0.9731664,2.699371338,6.761230469,4.4408555,378.9985714,273.0552778,36696.04393,124.1183077,0
10/03/2004,70,,0.881372232,0.043365479,6.47442627,6.168588,379.0371429,272.9599176,36973.72129,125.6087883,0
11/03/2004,71,,2.144836152,-1.581481934,4.850952148,6.168588,379.0757143,272.7704093,37252.13206,124.6791513,0
12/03/2004,72,,1.127211552,0.397064209,3.677124023,5.0250295,379.1142857,272.8213896,37531.23083,126.7336059,0
13/03/2004,73,,0.003524256,0.224212646,4.558380127,4.5831265,379.1528571,272.8716753,37810.9739,131.8246111,0
14/03/2004,74,,-0.029023488,1.03515625,4.319610596,4.33011,379.1914286,272.8963655,38091.31916,137.9133511,0
15/03/2004,75,,-0.649514376,2.759887695,6.524597168,3.421245,379.23,272.9868995,38372.22604,137.0050703,0
16/03/2004,76,,0.703318464,4.017181396,8.950469971,3.1860125,379.1257143,273.2047791,38653.65541,132.7117004,0
17/03/2004,77,,-1.940769288,6.248016357,11.39425659,3.5761805,379.0214286,273.538544,38935.56951,133.348534,0
18/03/2004,78,,-0.406969488,8.046417236,11.56491089,3.0081735,378.9171429,273.918219,39217.93186,133.7204532,0
19/03/2004,79,,-0.4246236,6.678283691,10.21109009,5.605162,378.8128571,274.3347389,39500.70717,136.801606,0
20/03/2004,80,,-0.458538624,4.409515381,8.500152588,5.605162,378.7085714,274.6324219,39783.8613,134.6300027,0
21/03/2004,81,,-2.202577056,3.268920898,6.385498047,4.855005,378.6042857,274.8506473,40067.36112,132.4901839,0
22/03/2004,82,,-2.208570624,2.812408447,8.747528076,4.855005,378.5,275.0869667,40351.17446,128.6900519,0
23/03/2004,83,,-2.05983864,3.090270996,6.693115234,5.11853,378.6742857,275.3990961,40635.27005,128.9474484,0
24/03/2004,84,,-2.276482968,2.504669189,7.009338379,5.96569,378.8485714,275.6443412,40919.61739,130.9872684,0
25/03/2004,85,,-1.6947954,2.078765869,5.892852783,5.96569,379.0228571,275.8322161,41204.18671,131.5485037,0
26/03/2004,86,,-1.19453832,2.259613037,7.460388184,5.752553,379.1971429,275.8188116,41488.94888,139.5151661,0
27/03/2004,87,,-1.713901248,4.090820313,7.434570313,5.752553,379.3714286,275.8584002,41773.87531,144.3622291,0
28/03/2004,88,,-2.312646768,2.962646484,10.73526001,5.533218,379.5457143,275.9093805,42058.9379,149.3136331,0
29/03/2004,89,,0.210269952,6.668792725,11.37991333,4.5039075,379.72,276.2316142,42344.10895,155.062245,0
30/03/2004,90,,-2.572501248,6.388763428,10.86578369,5.301219,379.76,276.4072995,42629.36105,157.2424157,0
31/03/2004,91,,-1.66740012,3.158813477,10.7015686,6.13814,379.8,276.5556542,42914.66707,162.5338273,0
01/04/2004,92,,0.713543256,3.796203613,11.39855957,6.621,379.84,276.8117344,43200,168.5075484,0
02/04/2004,93,,0.036090144,3.608764648,10.56387329,8.1221225,379.88,276.9646726,43485.33293,171.8803867,0
03/04/2004,94,,-0.370076256,5.262023926,10.92959595,8.1221225,379.92,277.2045683,43770.63895,172.4516743,0
04/04/2004,95,,-2.822437656,7.910766602,10.71447754,5.222269,379.96,277.5319784,44055.89105,171.1224529,1
05/04/2004,96,,-2.51988732,6.555053711,9.257385254,4.863627,380,277.7127005,44341.0621,171.5723648,1
06/04/2004,97,,-1.875233808,4.666229248,8.529541016,6.400857,380.1042857,277.7436076,44626.12469,174.0228718,1
07/04/2004,98,,-2.242644624,4.601318359,7.104003906,6.400857,380.2085714,277.6651934,44911.05112,172.1758165,1
08/04/2004,99,,-2.257782336,3.034851074,7.890625,7.1906235,380.3128571,277.4265474,45195.81329,171.7495441,0.5
09/04/2004,100,,-1.29807468,3.686798096,8.122253418,7.1906235,380.4171429,277.2840957,45480.38261,166.6638463,0.5
10/04/2004,101,,0.555893712,0.372253418,8.635681152,6.786444,380.5214286,277.0918451,45764.72995,170.8685495,1.3
11/04/2004,102,,-1.870061256,6.012451172,11.43728638,5.685728,380.6257143,277.2224894,46048.82554,173.611209,1.3
12/04/2004,103,,-3.291066936,5.141723633,9.255218506,6.290381,380.73,277.3334092,46332.63888,178.5609585,1.3
13/04/2004,104,,-3.943352808,4.886474609,11.79367065,4.934224,380.68,277.4189427,46616.1387,183.7826829,1.4
14/04/2004,105,,-1.769438304,5.911102295,10.97262573,6.7999165,380.63,277.5811538,46899.29283,186.9984698,1.4
15/04/2004,106,,-0.591854904,4.974700928,11.50036621,6.180983,380.58,277.7190555,47182.06814,186.5990601,1.4
16/04/2004,107,,-3.206015208,8.441680908,11.98727417,6.361786,380.53,278.0134397,47464.43049,184.4316639,1.4
17/04/2004,108,,-4.4390106,6.234161377,8.8644104,6.361786,380.48,278.1155035,47746.34459,182.4463988,1.4
18/04/2004,109,,-2.889024192,2.411315918,9.744262695,7.898207,380.43,278.0892497,48027.77396,183.801526,1.4
19/04/2004,110,1,-5.492262672,0.886383057,9.491851807,9.119907,380.38,277.8138968,48308.68084,181.913753,1.3
20/04/2004,111,,-5.518020888,5.377990723,7.955169678,5.293405,380.4171429,277.7657648,48589.0261,175.4262165,1.3
21/04/2004,112,,-5.137583544,4.455474854,8.982727051,8.732973,380.4542857,277.8275106,48868.76917,174.8566255,1.4
22/04/2004,113,,-5.595701832,4.478057861,10.42260742,8.732973,380.4914286,277.8599798,49147.86794,173.9342492,1.4
23/04/2004,114,,-1.22550948,7.268280029,13.20413208,7.8858125,380.5285714,278.0342425,49426.27871,176.3935532,1.4
24/04/2004,115,,-2.38454064,6.814666748,11.95214844,9.152781,380.5657143,278.1081778,49703.95607,183.0141362,1.4
25/04/2004,116,,-4.546684224,6.153198242,14.46762085,9.152781,380.6028571,278.0244841,49980.85285,187.2236619,1.4
26/04/2004,117,,-4.099919112,9.415252686,15.46365356,9.649382,380.64,278.1606841,50256.92004,195.140088,1.6
27/04/2004,118,,1.409099544,7.067718506,16.14556885,10.638006,380.6514286,278.2750407,50532.10666,207.7242504,1.6
28/04/2004,119,,-4.579003656,5.705444336,15.32739258,10.11365,380.6628571,278.3276181,50806.35975,220.49659,1.6
29/04/2004,120,,0.17928108,7.572387695,11.20495605,6.5167215,380.6742857,278.5436913,51079.62426,217.8604653,1.6
30/04/2004,121,,2.264799096,6.614837646,11.73342896,8.0202695,380.6857143,278.6831217,51351.84295,223.755527,1.6
01/05/2004,122,,-4.52725632,5.082641602,9.125427246,8.0202695,380.6971429,278.9074259,51622.95636,222.521399,1.6
02/05/2004,123,,-3.608807688,7.005737305,11.27450562,7.4684295,380.7085714,278.9547253,51892.9027,221.0212028,1.6
03/05/2004,124,2.3,-4.939065288,5.609893799,15.00326538,11.786145,380.72,278.9770191,52161.61778,230.6038916,0
04/05/2004,125,,-3.33845928,5.745544434,13.71972656,11.421036,380.7185714,279.0179272,52429.03496,233.9538353,0
05/05/2004,126,,-3.42745668,6.398254395,10.0475769,9.520045,380.7171429,279.0411249,52695.08508,236.8943943,0
06/05/2004,127,,-3.128205528,4.904693604,9.605163574,9.520045,380.7157143,279.0377912,52959.69635,236.1218313,0
07/05/2004,128,,-1.555765056,3.712341309,10.33297729,9.147122,380.7142857,278.8125846,53222.79435,234.3502619,1.6
08/05/2004,129,,1.566144288,5.421020508,11.32614136,9.49795,380.7128571,278.7738636,53484.30194,237.2621474,1.6
09/05/2004,130,,-0.504226944,4.979095459,14.00152588,10.189905,380.7114286,278.8961388,53744.13919,243.7234003,1.6
10/05/2004,131,,-4.982402016,7.5184021,14.52139282,10.013683,380.71,279.2119492,54002.22337,244.7464018,0
11/05/2004,132,,0.547716816,8.81652832,15.0642395,9.380199,380.6442857,279.3756891,54258.46886,253.1282022,0
12/05/2004,133,,-2.985755904,6.896331787,17.48077393,12.031347,380.5785714,279.4919204,54512.78714,260.0971404,1.5
13/05/2004,134,,-5.080056912,8.510955811,15.31304932,11.361218,380.5128571,279.6839632,54765.08676,267.1573755,1.5
14/05/2004,135,,-2.688477048,7.814483643,14.64974976,10.870005,380.4471429,279.7099729,55015.27329,272.4981159,1.5
15/05/2004,136,,-3.531577752,9.251159668,15.31521606,10.870005,380.3814286,279.8259963,55263.24931,274.3700264,1.5
16/05/2004,137,,-4.3283592,9.929382324,15.88098145,8.740517,380.3157143,280.0058146,55508.9144,279.049942,1.5
17/05/2004,138,,-5.140504296,10.16714478,17.28643799,10.9953,380.25,280.041619,55752.16516,284.6939705,1.5
18/05/2004,139,,-4.671481032,8.970397949,18.20715332,12.682346,380.3671429,280.1322228,55992.89518,286.4491119,1.5
19/05/2004,140,2,-3.65849028,10.19848633,14.88568115,12.682346,380.4842857,280.3461772,56230.99507,287.6098204,1.5
20/05/2004,141,,-3.720688128,7.300354004,14.98895264,12.659173,380.6014286,280.3332232,56466.3525,304.8241574,1.5
21/05/2004,142,,-0.831797208,10.42822266,13.9914856,11.937578,380.7185714,280.5148129,56698.85224,310.2643066,1.5
22/05/2004,143,,-4.81069044,6.653503418,12.18017578,10.969164,380.8357143,280.5896159,56928.37621,316.3256309,1.5
23/05/2004,144,,-5.055288192,5.330596924,9.963684082,9.391785,380.9528571,280.5098473,57154.80353,320.6504905,1.5
24/05/2004,145,,-5.00204916,4.415344238,13.86456299,12.314004,381.07,280.452964,57378.01065,324.4666904,1.5
25/05/2004,146,,-2.310776424,4.633392334,15.6859436,13.963595,380.9085714,280.4000044,57597.87138,334.6929521,1.5
26/05/2004,147,,-4.264242408,6.854034424,14.04812622,13.026976,380.7471429,280.4217082,57814.25707,338.7622735,1.5
27/05/2004,148,,-4.795994016,6.978027344,12.58529663,11.252898,380.5857143,280.5204383,58027.0367,353.6211083,1.5
28/05/2004,149,,-1.24590528,4.920013428,12.34509277,11.252898,380.4242857,280.5779465,58236.07705,366.369044,1.5
29/05/2004,150,,1.536675408,4.638519287,15.32452393,14.818839,380.2628571,280.5406846,58441.24286,379.9025508,1.5
30/05/2004,151,,-2.357779968,7.646759033,14.96096802,14.818839,380.1014286,280.6677162,58642.39701,380.8134497,1.5
31/05/2004,152,,-2.546758368,11.4440918,14.03234863,5.829347,379.94,280.8546538,58839.40071,379.1288401,1.9
01/06/2004,153,,2.267572104,7.910766602,16.05737305,11.88207,379.9614286,280.8115223,59032.11378,385.1994898,1.9
02/06/2004,154,,-3.364313184,7.061889648,16.28039551,11.181223,379.9828571,280.819406,59220.39485,386.9051913,1.9
03/06/2004,155,,-2.290800528,10.00378418,12.83627319,10.140326,380.0042857,280.890493,59404.10161,374.871234,1.9
04/06/2004,156,2,-4.946090256,9.089263916,16.28109741,9.802432,380.0257143,280.9511969,59583.09116,375.9710555,1.9
05/06/2004,157,,-2.574159048,10.42092896,17.11148071,10.158918,380.0471429,281.0069002,59757.22023,371.1879876,1.9
06/06/2004,158,,-5.403989736,11.06268311,15.99856567,11.814438,380.0685714,281.0608669,59926.3456,375.1294127,1.9
07/06/2004,159,,-6.173575488,9.627471924,17.64138794,11.814438,380.09,281.0351682,60090.32435,372.8410521,1.9
08/06/2004,160,,-1.340083008,12.99816895,18.15911865,9.868178,380.1,281.2269668,60249.01429,366.8721103,1.9
09/06/2004,161,,-5.78934648,11.68911743,17.42626953,11.429389,380.11,281.2979492,60402.27428,370.988901,1.9
10/06/2004,162,,-4.189183272,11.16549683,18.33407593,11.429389,380.12,281.4820036,60549.9647,363.5996653,1.9
11/06/2004,163,,-4.626006984,12.30535889,18.66107178,11.393552,380.13,281.5713911,60691.94776,363.2895195,0
12/06/2004,164,,-3.84763392,12.82608032,17.84646606,11.789918,380.14,281.8653233,60828.088,361.5736716,0
13/06/2004,165,,-6.602828616,10.9861145,13.99508667,11.789918,380.15,282.1346337,60958.25269,361.2868965,0
14/06/2004,166,2.3,-4.09611492,10.77752686,17.35098267,10.65552,380.16,282.4375947,61082.31224,360.7901008,1.9
15/06/2004,167,,-5.64421932,9.914794922,19.16802979,11.92626,380.0471429,282.6890901,61200.14069,356.9851924,1.9
16/06/2004,168,,-2.391138144,12.54528809,19.949646,13.107004,379.9342857,282.9601022,61311.61611,358.8613041,2.8
17/06/2004,169,,-1.240493184,12.98141479,17.34811401,13.107004,379.8214286,283.2459778,61416.62108,361.2908972,2.8
18/06/2004,170,,-1.448603784,10.33486938,16.890625,12.932668,379.7085714,283.5038281,61515.04311,360.4367291,4
19/06/2004,171,,0.110966112,10.32904053,15.75119019,9.130685,379.5957143,283.7748053,61606.77508,352.31086,4
20/06/2004,172,,-2.810279016,7.921691895,11.21212769,9.393672,379.4828571,283.7878973,61691.71564,346.1858397,4
21/06/2004,173,,-4.509943056,6.464599609,9.394348145,9.393672,379.37,283.5507786,61769.76967,349.9022108,0
22/06/2004,174,,-3.317166216,7.420684814,12.25115967,9.899166,379.3371429,283.5274414,61840.84864,344.7635549,0
23/06/2004,175,,7.410546792,5.680633545,13.07290649,10.058412,379.3042857,283.4616673,61904.87097,338.7154345,0
24/06/2004,176,,-2.109001536,6.140808105,16.1477356,11.058622,379.2714286,283.2777161,61961.76242,353.3036405,0
25/06/2004,177,,-5.669069688,9.747802734,13.17544556,10.484956,379.2385714,283.3090751,62011.4564,337.9461016,0.5
26/06/2004,178,,-0.74167056,8.774963379,10.92385864,2.5740845,379.2057143,283.2306957,62053.89424,331.2814516,0.5
27/06/2004,179,,-2.935046664,8.408111572,15.7081604,13.69522,379.1728571,283.1042876,62089.02548,337.1201299,0.5
28/06/2004,180,1.4,-4.024246968,8.920074463,15.06207275,12.142362,379.14,283.070602,62116.80812,330.3959914,0.5
29/06/2004,181,,-1.98953604,11.04373169,16.62887573,11.239694,379.0242857,282.9775335,62137.20875,324.468903,0.5
30/06/2004,182,,-1.36694304,8.588989258,15.31808472,11.239694,378.9085714,282.8299084,62150.20276,316.0193035,3.7
01/07/2004,183,,-4.543686144,10.45227051,15.56332397,9.521931,378.7928571,282.7959452,62155.77443,314.8550302,3.7
02/07/2004,184,,-4.05861408,11.87362671,15.31951904,9.99051,378.6771429,282.7753866,62153.91702,304.3465304,3.7
03/07/2004,185,,-1.38062448,9.008331299,14.38372803,10.332176,378.5614286,282.593589,62144.63277,303.5240293,3.7
04/07/2004,186,,-0.682708824,9.348876953,13.86169434,10.332176,378.4457143,282.5156253,62127.93293,300.1679001,3.7
05/07/2004,187,,-3.873341592,10.24078369,14.62322998,10.185325,378.33,282.4900661,62103.83767,286.9837716,3.3
06/07/2004,188,,-2.397822048,8.905487061,14.45974731,10.185325,378.2671429,282.4420038,62072.37601,274.8001509,3.3
07/07/2004,189,,0.44769888,8.777862549,14.86703491,10.486573,378.2042857,282.2626026,62033.58568,268.1236925,3.3
08/07/2004,190,,-0.644814648,8.313323975,15.19403076,10.510554,378.1414286,282.0403126,61987.51295,264.7619284,3.3
09/07/2004,191,,-0.342925272,9.161468506,13.63726807,9.735877,378.0785714,281.9844363,61934.2124,254.2360422,3.3
10/07/2004,192,,0.7446978,8.282684326,12.92663574,8.206192,378.0157143,281.8869908,61873.7467,258.4600209,3.3
11/07/2004,193,,1.720856664,7.815948486,14.37442017,8.434688,377.9528571,281.8819554,61806.1863,268.3273101,3.3
12/07/2004,194,1.6,-0.203022072,9.748535156,13.02774048,8.434688,377.89,282.0383333,61731.60917,270.4705582,3.3
13/07/2004,195,,-0.88474464,9.913360596,14.44540405,6.045987,377.7257143,282.1570321,61650.10038,275.4165072,3.3
14/07/2004,196,,1.15368732,9.823638916,16.04949951,10.414898,377.5614286,282.3543181,61561.75183,286.7744435,3.3
15/07/2004,197,,0.193477248,9.654449463,16.40014648,10.414898,377.3971429,282.5216343,61466.66179,291.5498704,3.3
16/07/2004,198,,-0.649028376,12.29953003,17.43487549,13.034521,377.2328571,282.6431452,61364.93456,304.441137,3.3
17/07/2004,199,,1.540338768,10.84536743,15.36682129,13.034521,377.0685714,282.7417358,61256.67998,321.1198905,3.3
18/07/2004,200,,-3.097733544,10.7024231,16.87484741,11.90686,376.9042857,282.8509888,61142.01307,313.8177098,3.3
19/07/2004,201,,1.337113008,11.0881958,15.30014038,11.90686,376.74,282.9542326,61021.05357,315.6247035,3.3
20/07/2004,202,,2.30140656,10.00085449,16.39297485,11.56681,376.6942857,282.9045718,60893.92547,326.1217484,3.3
21/07/2004,203,,-0.026068608,10.10150146,16.95370483,11.56681,376.6485714,282.9765962,60760.7566,331.6213909,3.3
22/07/2004,204,,0.456211224,11.59506226,18.09744263,10.419749,376.6028571,283.0310149,60621.67817,336.1066364,3.3
23/07/2004,205,,-0.781141752,14.52236938,19.03179932,12.304573,376.5571429,283.1571455,60476.82435,345.6387772,0
24/07/2004,206,,2.229255,12.51904297,18.43447876,12.304573,376.5114286,283.3243222,60326.33179,350.8973701,0
25/07/2004,207,,1.484374248,11.54547119,16.87841797,10.9018,376.4657143,283.4289219,60170.33927,362.8902929,0
26/07/2004,208,,-1.069028064,11.50024414,14.19512939,10.585193,376.42,283.4888963,60008.98721,367.0389993,0
27/07/2004,209,0.7,1.574927496,10.11535645,17.9418335,12.423671,376.4685714,283.5465091,59842.41733,379.5173834,2.4
28/07/2004,210,,3.025431648,9.347442627,18.25378418,13.497442,376.5171429,283.5736319,59670.77221,388.9669916,2.4
29/07/2004,211,,4.163461344,12.83407593,19.94247437,13.497442,376.5657143,283.7889058,59494.19499,388.7193778,2.4
30/07/2004,212,,0.823448592,14.05490112,18.86471558,8.2255925,376.6142857,284.0219264,59312.82894,391.0890808,0
31/07/2004,213,,3.66008004,14.07678223,20.14468384,7.774528,376.6628571,284.2978359,59126.81719,390.6901914,0
01/08/2004,214,,1.280062872,13.98999023,19.10064697,7.829227,376.7114286,284.5918379,58936.30239,384.9593535,0
02/08/2004,215,,0.075849264,13.53274536,19.75244141,8.993264,376.76,284.7720383,58741.42639,388.3426049,0
03/08/2004,216,,4.703670864,12.68240356,19.74383545,12.772074,376.6885714,284.9038975,58542.33003,388.6555248,0
04/08/2004,217,,6.0799032,12.4942627,20.54553223,12.772074,376.6171429,285.0310701,58339.15281,383.1722485,0
05/08/2004,218,,5.363051904,14.48736572,20.3949585,12.412084,376.5457143,285.261209,58132.0327,367.2740726,0
06/08/2004,219,,-0.108096768,14.89428711,17.3911438,6.451783,376.4742857,285.3847688,57921.10592,357.203763,0
07/08/2004,220,,-1.292181336,13.69317627,19.73739624,8.742404,376.4028571,285.5203788,57706.50674,348.1762608,0
08/08/2004,221,,0.843257736,15.63012695,20.18270874,9.562619,376.3314286,285.7550313,57488.36729,345.6812599,0
09/08/2004,222,,10.04324918,12.85379028,21.59030151,10.588426,376.26,285.8391073,57266.81744,354.7093593,0
10/08/2004,223,,11.38298875,15.1050415,23.53356934,11.284962,376.19,286.0821638,57041.98461,358.6204093,0
11/08/2004,224,,6.290360856,17.81210327,19.5975647,11.284962,376.12,286.4493353,56813.99369,346.5904447,0
12/08/2004,225,,8.103012984,16.93188477,19.20962524,5.209874,376.05,286.7034697,56582.9669,336.7566528,0
13/08/2004,226,2.5,1.223391168,16.140625,18.35272217,5.209874,375.98,286.7805295,56349.02373,323.0560099,0
14/08/2004,227,,1.012859856,14.95043945,17.31369019,5.588725,375.91,286.8963103,56112.28084,309.0065228,0
15/08/2004,228,,-2.268698328,14.22555542,19.01315308,10.604594,375.84,287.0239333,55872.85203,305.8673684,0
16/08/2004,229,,-0.078536088,11.16549683,20.71548462,10.604594,375.77,287.007993,55630.84816,313.9616038,0
17/08/2004,230,,-3.209358888,13.92507935,18.68902588,9.634293,375.8157143,287.1894084,55386.37711,305.734569,0
18/08/2004,231,,1.146553056,13.76098633,17.3581543,8.637586,375.8614286,287.3995771,55139.54382,288.9115477,0
19/08/2004,232,,-0.415340136,10.61053467,18.02719116,8.510404,375.9071429,287.2936942,54890.45018,276.0185329,0
20/08/2004,233,,-4.249376208,13.11560059,17.52450562,8.510404,375.9528571,287.2489656,54639.19512,268.5918906,0
21/08/2004,234,,-4.269928608,13.0725708,16.36141968,4.623275,375.9985714,287.201146,54385.87455,256.0476365,0
22/08/2004,235,,-3.472825752,11.21438599,15.71176147,8.695519,376.0442857,287.0689744,54130.58141,262.871768,0
23/08/2004,236,,-3.405684528,7.721160889,14.45614624,8.955271,376.09,286.7922323,53873.4057,265.1146647,0
24/08/2004,237,,-2.611229832,6.986053467,15.86447144,8.649981,375.79,286.5209775,53614.43447,265.7150923,0
25/08/2004,238,,-0.557921952,12.03335571,14.84265137,7.0246405,375.49,286.4990295,53353.75188,258.5691921,0
26/08/2004,239,,-1.538370792,12.99014282,15.89102173,4.1805635,375.19,286.4277332,53091.43927,253.9996004,0
27/08/2004,240,,-2.546834832,12.71304321,16.83682251,7.9720375,374.89,286.3238645,52827.57516,259.5119273,2.1
28/08/2004,241,,-1.713556944,8.749420166,16.0272522,7.9720375,374.59,286.0884475,52562.23533,257.1367616,2.1
29/08/2004,242,,-1.025005104,11.31283569,15.36968994,8.275711,374.29,285.8828622,52295.49287,256.3851587,2.1
30/08/2004,243,,-0.42085116,10.72650146,14.99682617,8.275711,373.99,285.7815627,52027.41825,252.5644044,2.1
31/08/2004,244,,-1.318410864,11.36898804,13.86743164,6.402204,374.0542857,285.6036554,51758.07937,237.9589066,2.1
01/09/2004,245,,-0.65494116,10.56750488,15.8013916,7.407803,374.1185714,285.2586745,51487.54162,244.5796058,0
02/09/2004,246,,-0.174515904,9.04989624,15.10223389,9.927728,374.1828571,284.8833418,51215.868,256.5598094,0
03/09/2004,247,,-0.103140864,7.810852051,16.56219482,9.927728,374.2471429,284.4866859,50943.1191,267.9156908,0
04/09/2004,248,,-1.554475752,12.34036255,16.49765015,5.770606,374.3114286,284.3623965,50669.35329,272.9559966,0
05/09/2004,249,,2.779288632,12.51174927,17.95547485,6.564684,374.3757143,284.2807867,50394.62668,270.1135021,0
06/09/2004,250,,2.593839888,16.09613037,19.62838745,7.816024,374.44,284.5155788,50118.99328,264.6243998,0
07/09/2004,251,,0.072445536,15.03649902,20.47668457,7.816024,374.3842857,284.5685035,49842.50505,265.5554621,0
